conversation_id,turn_no,speaker,utterance,sentiment_answer
490,7,User,And how much would the premium be?,The sentiment is positive
490,9,User,That seems reasonable. Which company is offering this?,The sentiment is positive
490,11,User,"Okay, I'm interested. What's the next step?",The sentiment is positive
491,1,User,I need insurance for my 2018 Harley Davidson. What do you recommend?,The sentiment is positive
491,3,User,"Yes, mostly for weekend rides and occasional trips. I want good coverage, but I also don't want to overpay.",The sentiment is neutral
491,5,User,What are the benefits of a comprehensive policy?,The sentiment is positive
491,7,User,"Okay, that sounds pretty good. What kind of price range are we talking about?",The sentiment is positive
491,9,User,That seems reasonable. I'd like to know more about claim settlements.,The sentiment is positive
491,11,User,"Okay, I'm almost sold. Can you send me the policy details?",The sentiment is positive
492,1,User,"Hi, I need insurance for my 2024 Toyota Corolla. What are my options?",The sentiment is neutral
492,3,User,"Affordability is important, but I also want to make sure I'm covered if anything happens. I drive to school every day.",The sentiment is neutral
492,5,User,"Okay, what's included in a comprehensive policy, and what's the cost?",The sentiment is neutral
492,7,User,And the premium?,The sentiment is negative
492,9,User,What's the digital purchase discount?,The sentiment is neutral
492,11,User,"Okay, that sounds pretty good. I'd like to know more about claim settlements.",The sentiment is positive
493,1,User,I'm looking for insurance for my 2022 Hyundai Kona Electric. What are my options?,The sentiment is neutral
493,3,User,What does comprehensive coverage actually cover?,The sentiment is neutral
493,5,User,Cashless repairs sound good. I'm pretty busy and don't have time to deal with a lot of paperwork.,The sentiment is positive
493,7,User,"Okay, what's the premium look like for that kind of coverage?",The sentiment is positive
493,9,User,That sounds pretty good. Can you send me a quote with all the details?,The sentiment is positive
494,1,User,"Hi, I need insurance for my bike. It's a 2018 Yamaha R6.",The sentiment is positive
494,3,User,"Well, I'm a student, so cost is definitely a factor, but I don't want to be completely exposed if something happens.",The sentiment is negative
494,5,User,What's the bare minimum I need to be legal?,The sentiment is negative
494,7,User,How much more are we talking?,The sentiment is negative
494,9,User,"Hmm, $900 is still a lot. Does it include theft coverage?",The sentiment is negative
495,1,User,I need to get insurance for my car. It's a 2020 Honda CRV.,The sentiment is positive
495,3,User,I want the best protection for my family. What options are available?,The sentiment is positive
495,5,User,What’s the cost for that?,The sentiment is negative
495,7,User,Okay. What about the reputation of your company?,The sentiment is negative
496,1,User,"Hi, I'm looking for motor insurance for my bike. It's a 2022 Yamaha MT-07.",The sentiment is positive
496,3,User,"Mostly for commuting, but I do enjoy weekend rides too.",The sentiment is positive
496,5,User,That's good to know. What kind of coverage options do you have?,The sentiment is positive
496,7,User,What about roadside assistance? Is that included?,The sentiment is neutral
496,9,User,"Okay, that sounds good. How much would the comprehensive policy with roadside assistance cost?",The sentiment is positive
496,11,User,That sounds reasonable. What about the claim process? Is it easy?,The sentiment is positive
496,13,User,"Okay, great. That sounds like a good option. Can you send me a quote?",The sentiment is positive
497,1,User,"I need insurance for my new electric vehicle, a 2024 Tesla Model 3. What are my options?",The sentiment is neutral
497,3,User,"Yes, exactly. I want comprehensive coverage and peace of mind.",The sentiment is positive
497,5,User,What about the battery? Is that covered?,The sentiment is negative
497,7,User,"Okay, that’s important. What about the reputation of your company?",The sentiment is negative
497,9,User,What would this comprehensive policy cost me?,The sentiment is negative
497,11,User,"That's a bit expensive, but I understand. Does it include personal accident cover?",The sentiment is negative
497,13,User,"Okay, that's reassuring. I'm interested. Can you send me the policy details?",The sentiment is positive
498,1,User,"Hi, I need to insure my car. It's a 2018 Honda CRV.",The sentiment is positive
498,3,User,Absolutely. Safety is my top priority.,The sentiment is positive
498,5,User,What does the Comprehensive Coverage include?,The sentiment is neutral
498,7,User,What about the claim process? I've heard it can be a headache.,The sentiment is negative
498,9,User,"Okay, that's reassuring. How much will this cost me?",The sentiment is positive
498,11,User,What if my car breaks down? Is roadside assistance included?,The sentiment is neutral
498,13,User,"Okay, that sounds good. Send me a quote, please.",The sentiment is positive
499,1,User,"Hi, I want to insure my 2022 Royal Enfield Classic 350.",The sentiment is positive
499,3,User,What kind of coverage options do you have?,The sentiment is neutral
499,5,User,How much would comprehensive coverage cost?,The sentiment is negative
499,7,User,That sounds a bit high. Are there any discounts available?,The sentiment is negative
499,9,User,"Okay, that's good to know. What does the comprehensive coverage include exactly?",The sentiment is neutral
499,11,User,"Alright, that sounds pretty good. I'm interested.",The sentiment is positive
500,1,User,I need insurance for my 2024 Hyundai Kona Electric. What are my options?,The sentiment is neutral
500,3,User,What kind of coverage should I get?,The sentiment is neutral
500,5,User,What are the benefits of comprehensive coverage specifically?,The sentiment is neutral
500,7,User,What about roadside assistance and related services?,The sentiment is neutral
500,9,User,Which company do you recommend?,The sentiment is neutral
500,11,User,How much would that cost me?,The sentiment is neutral
500,13,User,That sounds reasonable. Let's move forward.,The sentiment is positive
501,1,User,I want to get insurance for my 2018 Maruti Suzuki Swift.,The sentiment is positive
501,3,User,"I'm on a fixed income, so affordability is important, but I also want to be safe.",The sentiment is neutral
501,5,User,What's the difference between third-party and comprehensive?,The sentiment is neutral
501,7,User,How much more are we talking about?,The sentiment is negative
501,9,User,Are there any discounts for seniors?,The sentiment is positive
501,11,User,"Okay, that sounds reasonable. Let's go with the comprehensive coverage then.",The sentiment is positive
502,1,User,"Hi, I'm looking to get insurance for my bike, a 2022 Yamaha MT-07.",The sentiment is positive
502,3,User,"I'd prefer something in the middle. I want decent coverage, but I'm not looking to break the bank.",The sentiment is neutral
502,5,User,"Okay, what kind of coverage levels are available, and how much do they typically cost?",The sentiment is neutral
502,7,User,How much would comprehensive coverage cost for my MT-07?,The sentiment is positive
502,9,User,What does the comprehensive coverage actually cover?,The sentiment is neutral
502,11,User,"Okay, that sounds pretty good. Send me over some details so I can review it.",The sentiment is positive
503,1,User,I want to get car insurance for my 2024 Tesla Model 3.,The sentiment is positive
503,3,User,"Yes, absolutely. I need full coverage and a hassle-free claims process, especially since I rely on my car every day.",The sentiment is positive
503,5,User,Telematics-Based Monitoring sounds interesting. What kind of discounts could I get?,The sentiment is positive
503,7,User,That's great. What other features are included in the comprehensive coverage?,The sentiment is positive
503,9,User,What would the total cost be with the zero depreciation cover?,The sentiment is positive
503,11,User,"That sounds reasonable, especially with the telematics discount potential. I'm familiar with IFFCO Tokio, and they’re known for their customer-first approach and streamlined claims resolution.",The sentiment is positive
503,13,User,"Okay, that's convincing. Let's proceed with that policy.",The sentiment is positive
504,1,User,I'm looking for car insurance for my 2010 Honda Accord.,The sentiment is neutral
504,3,User,"Cost is definitely a factor, but I still want to be adequately protected.",The sentiment is negative
504,5,User,What are my options?,The sentiment is neutral
504,7,User,How much more are we talking?,The sentiment is negative
504,10,User,"Okay, that sounds like a good option. Please send me the details.",The sentiment is positive
505,1,User,I need to get insurance for my new vehicle. It's a 2024 Tesla Model 3.,The sentiment is positive
505,3,User,What does the comprehensive coverage include?,The sentiment is neutral
505,5,User,"What about roadside assistance? Since it's an EV, I worry about running out of charge.",The sentiment is negative
505,7,User,That's good to know. How much would this comprehensive policy cost?,The sentiment is positive
505,9,User,"Okay, that sounds reasonable. Which company is this through?",The sentiment is positive
505,11,User,Rapid claims resolution is important. I don't want to be stuck waiting for months if something happens.,The sentiment is negative
505,13,User,That sounds reassuring. Send me the policy details.,The sentiment is positive
506,1,User,"Hi, I'm looking for a quote for motor insurance. I have a 2010 Honda Activa.",The sentiment is positive
506,3,User,"I'm on a fixed income, so I'm budget-conscious, but I also want to be safe.",The sentiment is neutral
506,5,User,And what if my scooter gets damaged?,The sentiment is negative
506,7,User,How much would that cost?,The sentiment is neutral
506,9,User,Which company is this policy with?,The sentiment is neutral
506,11,User,"That sounds like a good option. Accidents are unpredictable, but the financial stress doesn’t have to be. We offer prompt claims settlement, so you can focus on recovery, not paperwork.",The sentiment is positive
506,13,User,"Yes, please send me the details.",The sentiment is positive
507,1,User,"I need insurance for my bike, a 2022 Royal Enfield Classic 350.",The sentiment is positive
507,3,User,"Mostly for weekend rides. I'm a business owner, so I don't have much time during the week.",The sentiment is negative
507,5,User,"Okay, what does that include?",The sentiment is neutral
507,7,User,Is there anything else I should consider?,The sentiment is neutral
507,9,User,"Okay, how much would the comprehensive policy cost me?",The sentiment is positive
507,11,User,Which company provides this policy?,The sentiment is neutral
507,13,User,"Okay, that sounds good. I'd like to see the details.",The sentiment is positive
508,1,User,"Hi, I'm looking to get insurance for my bike. It's a 2022 Royal Enfield Interceptor 650.",The sentiment is positive
508,3,User,That's good to hear. What kind of coverage options do you have?,The sentiment is positive
508,5,User,What are the main differences in those two policies?,The sentiment is neutral
508,7,User,"Okay, comprehensive sounds like the way to go. How much would that cost?",The sentiment is positive
508,9,User,That seems reasonable. What add-ons are available?,The sentiment is positive
508,11,User,Zero depreciation sounds interesting. How much extra would that be?,The sentiment is positive
508,13,User,"Okay, I'm definitely interested. Can you send me a quote with comprehensive coverage and zero depreciation?",The sentiment is positive
509,1,User,I'm looking for car insurance. I have a 2024 Tesla Model 3.,The sentiment is positive
509,3,User,I agree. I want the best protection possible. What does your comprehensive policy include?,The sentiment is positive
509,5,User,What about coverage for the battery? That's a big concern with EVs.,The sentiment is negative
509,7,User,That's good to know. What other add-ons would you recommend?,The sentiment is positive
509,9,User,"Okay, those sound like good ideas. What would the premium be with those add-ons?",The sentiment is positive
509,11,User,"That's a bit higher than I expected, but I understand the value. What about the claim process? Is it easy to file a claim?",The sentiment is neutral
509,13,User,"Okay, that sounds good. I'm leaning towards it. Can you send me a detailed quote and policy information?",The sentiment is positive
510,1,User,"Hi, I need to get insurance for my car. It's a 2010 Honda Civic.",The sentiment is positive
510,3,User,"Well, I'm retired now, so I'm definitely on a budget. But I still want decent coverage.",The sentiment is negative
510,5,User,What's the most affordable option that still gives me good protection?,The sentiment is positive
510,7,User,How much more is comprehensive?,The sentiment is positive
510,9,User,"Hmm, that's a difference. What about discounts? Are there any discounts for seniors?",The sentiment is neutral
510,11,User,I see. I haven't had any accidents in years. What if I just stick with the basic liability coverage?,The sentiment is neutral
510,13,User,"Okay, I'll think about it. Can you send me quotes for both options?",The sentiment is neutral
511,1,User,I'm looking for motor insurance for my new electric vehicle. It's a 2024 Tesla Model 3.,The sentiment is positive
511,3,User,Comprehensive coverage is important. I want to make sure I'm fully protected.,The sentiment is positive
511,5,User,What kind of coverage options do you offer?,The sentiment is neutral
511,7,User,What is the claim process like?,The sentiment is neutral
511,9,User,How much would a comprehensive policy cost for my Tesla?,The sentiment is positive
511,11,User,That sounds reasonable. Can you send me a quote?,The sentiment is positive
512,1,User,"I need insurance for my bike, a 2020 Royal Enfield Classic 350.",The sentiment is positive
512,3,User,Mostly for weekend rides and occasional trips. Safety is my main concern.,The sentiment is neutral
512,5,User,What does the comprehensive plan cover?,The sentiment is neutral
512,7,User,How much would that cost me for my Royal Enfield?,The sentiment is positive
512,9,User,What if my bike breaks down on a trip?,The sentiment is negative
512,11,User,"Okay, I'm interested. Send me more details.",The sentiment is positive
513,1,User,"I want to insure my car, a 2018 Hyundai Elantra.",The sentiment is positive
513,3,User,"I'm on a fixed income, so I need something affordable, but I also want to be protected.",The sentiment is neutral
513,5,User,What's the difference between basic and comprehensive?,The sentiment is neutral
513,7,User,How much would comprehensive coverage cost?,The sentiment is negative
513,9,User,"Okay, that sounds good. Can you send me a quote?",The sentiment is positive
514,1,User,"Hi, I am looking to get insurance for my bike. I recently bought a 2022 Royal Enfield Classic 350.",The sentiment is positive
514,3,User,"I'd like a balance of both. I don't ride daily, but I want good coverage when I do.",The sentiment is positive
514,5,User,What kind of coverage are we talking about specifically?,The sentiment is neutral
514,7,User,"Okay, that sounds good. How much would that cost?",The sentiment is positive
514,9,User,Are there any discounts available?,The sentiment is neutral
514,11,User,"Okay, great. I'll think about it.",The sentiment is neutral
515,1,User,I'm interested in getting insurance for my 2024 Tesla Model 3. What options do you have?,The sentiment is positive
515,3,User,I want the best coverage possible. It's important for me to have peace of mind knowing I'm fully protected.,The sentiment is positive
515,5,User,What specific add-ons would you recommend for a Tesla?,The sentiment is positive
515,7,User,How does the telematics monitoring work?,The sentiment is neutral
515,9,User,What is the annual premium for this plan?,The sentiment is neutral
515,11,User,"That's a bit pricey, but it sounds worth it. Can you send me a detailed breakdown?",The sentiment is positive
516,1,User,"Hi, I need to insure my car. It's a 2018 Honda CRV.",The sentiment is positive
516,3,User,"Safety is definitely my priority, especially with my kids in the car.",The sentiment is positive
516,5,User,What kind of coverage would you recommend then?,The sentiment is neutral
516,7,User,How much is that going to cost?,The sentiment is negative
516,9,User,"Okay, that sounds reasonable. What are the benefits of the personal accident cover?",The sentiment is positive
516,11,User,That's good to know. I'm interested. Can you send me more details?,The sentiment is positive
517,1,User,"Hi, I'm looking for a motor insurance policy for my 2022 Maruti Suzuki Swift.",The sentiment is positive
517,3,User,"Yes, I think comprehensive coverage would be best. I drive to work every day, so I want to be prepared for anything.",The sentiment is positive
517,5,User,That sounds good. What's included in the comprehensive coverage?,The sentiment is positive
517,7,User,"Okay, that sounds pretty thorough. What would the premium be for something like that?",The sentiment is positive
517,9,User,That seems reasonable. Could you send me a detailed quote?,The sentiment is positive
518,1,User,I'm looking to get insurance for my electric vehicle. It's a 2023 Tesla Model 3.,The sentiment is positive
518,3,User,"Both, really. It's a significant investment, so I want to make sure it's fully protected.",The sentiment is negative
518,5,User,Zero depreciation sounds interesting. Tell me more.,The sentiment is positive
518,7,User,"Okay, that does sound good. What would a policy like that cost me?",The sentiment is positive
518,9,User,"That's a bit higher than I expected, but I understand it's a Tesla. What about discounts?",The sentiment is positive
518,11,User,That sounds promising. I'm interested in the Telematics-Based Monitoring.,The sentiment is positive
519,1,User,"Hi, I need insurance for my 2018 Royal Enfield Classic 350.",The sentiment is positive
519,3,User,"I mostly use it for short rides around town, so I'm probably okay with just the basic coverage.",The sentiment is neutral
519,5,User,How much more are we talking about?,The sentiment is negative
519,7,User,"Hmm, $100 more... what exactly does the comprehensive cover?",The sentiment is negative
519,9,User,That does sound like a good idea for the extra peace of mind.,The sentiment is positive
520,1,User,"Hi, I'm looking for a motor insurance quote for my 2022 Tesla Model 3.",The sentiment is positive
520,3,User,I want full coverage. It's important to me to have peace of mind knowing I'm protected.,The sentiment is positive
520,5,User,What kind of coverage options do you offer for electric vehicles?,The sentiment is neutral
520,7,User,That's great! What about add-ons? Are there any you would recommend?,The sentiment is positive
520,9,User,That sounds good. How much would that cost annually?,The sentiment is positive
520,11,User,"Okay, that's a bit higher than I was expecting. Are there any discounts available?",The sentiment is negative
520,13,User,That sounds interesting. Please share the detailed quote with discount.,The sentiment is positive
521,1,User,I need insurance for my bike. It's a 2020 Royal Enfield Classic 350.,The sentiment is positive
521,3,User,"Mostly for weekend rides. I'm a business owner, so I don't have much time during the week.",The sentiment is negative
521,5,User,"Yeah, I understand. What's the difference between third-party and comprehensive?",The sentiment is neutral
521,7,User,I see. What would comprehensive cost me?,The sentiment is neutral
521,9,User,Are there any discounts for low mileage?,The sentiment is positive
521,11,User,That's good to know. What does the claim process look like?,The sentiment is positive
521,13,User,"Okay, that sounds pretty good. Send me the details.",The sentiment is positive
522,1,User,"Hi, I'm interested in getting insurance for my 2018 Maruti Suzuki Swift.",The sentiment is positive
522,3,User,"I'm a student, so I'm on a tight budget. What's the most affordable option that still gives me decent protection?",The sentiment is negative
522,5,User,What's the price difference between third-party and comprehensive?,The sentiment is neutral
522,7,User,Is there anything I can do to lower the premium?,The sentiment is negative
522,9,User,That sounds good. What would the final price be with the discount?,The sentiment is positive
522,11,User,That's more manageable. Can you send me the quote?,The sentiment is positive
523,1,User,I'm looking for car insurance for my 2022 Maruti Suzuki Swift. What are my options?,The sentiment is neutral
523,3,User,What does comprehensive coverage include?,The sentiment is neutral
523,5,User,"Okay, that sounds good. What companies do you recommend?",The sentiment is positive
523,7,User,How much would the comprehensive policy cost for my car?,The sentiment is positive
523,9,User,Are there any discounts available?,The sentiment is neutral
523,11,User,That sounds great. Can you send me more details about the policy and the discount?,The sentiment is positive
524,1,User,"Hi, I need insurance for my 2024 BMW i4. What do you suggest?",The sentiment is positive
524,3,User,What makes Tata AIG's premium plan so good?,The sentiment is positive
524,5,User,I have a family and am often worried about their safety.,The sentiment is negative
524,7,User,That sounds reassuring. What about the claims process?,The sentiment is positive
524,9,User,What's the cost?,The sentiment is negative
524,11,User,Are there any other benefits?,The sentiment is positive
524,13,User,"Alright, it's good. Send me more details.",The sentiment is positive
525,1,User,I need to insure my bike. It's a 2020 Royal Enfield Classic 350.,The sentiment is positive
525,3,User,What would you recommend?,The sentiment is neutral
525,5,User,"Okay, what does that cover?",The sentiment is neutral
525,7,User,How much will it cost me?,The sentiment is negative
525,9,User,Can I get any discounts as a student?,The sentiment is positive
525,11,User,"Great, please send the details to my mail.",The sentiment is positive
526,1,User,I am looking for a motor insurance for my 2022 Honda Activa 6G. Can you please help?,The sentiment is neutral
526,3,User,"Yes, that's correct. I use it every day to get to work.",The sentiment is positive
526,5,User,"Okay, what kind of coverage options do you have for scooters?",The sentiment is neutral
526,7,User,How much does the comprehensive coverage cost?,The sentiment is positive
526,9,User,That sounds reasonable. Tell me more about the claim process.,The sentiment is positive
526,11,User,"Okay, that's good to know. I'm interested. Can you send me a detailed quote?",The sentiment is positive
527,1,User,"Hi, I need insurance for my 2024 Tesla Model 3.",The sentiment is positive
527,3,User,"I want full coverage, especially considering the cost of repairs for electric vehicles.",The sentiment is negative
527,5,User,What does your comprehensive policy include for a Tesla?,The sentiment is positive
527,7,User,"Okay, that sounds good. What about roadside assistance, especially for EVs?",The sentiment is positive
527,9,User,What is the premium for this coverage?,The sentiment is positive
527,11,User,That's a bit higher than I expected. Are there any discounts available?,The sentiment is negative
527,13,User,That sounds interesting. Please share a detailed quote with all the discounts.,The sentiment is positive
528,1,User,"Hello, I want to insure my bike. It's a 2018 Royal Enfield Classic 350.",The sentiment is positive
528,3,User,"I don't ride it too often now that I'm retired, but I want to be protected in case anything happens.",The sentiment is positive
528,5,User,What are my options for coverage?,The sentiment is neutral
528,7,User,How much does this cost?,The sentiment is neutral
528,9,User,Are there any discounts I can avail of?,The sentiment is positive
528,11,User,That sounds good. Please send me a quote.,The sentiment is positive
529,1,User,"Hi, I'm interested in getting insurance for my bike, a 2022 Yamaha MT-07.",The sentiment is positive
529,3,User,What does comprehensive coverage usually include?,The sentiment is neutral
529,5,User,What about the price?,The sentiment is negative
529,7,User,That sounds good. Let's proceed.,The sentiment is positive
530,1,User,"I want to get insurance for my new electric vehicle, a 2024 Tesla Model 3.",The sentiment is positive
530,3,User,What options do you have for that kind of car?,The sentiment is neutral
530,5,User,How much would that cost?,The sentiment is neutral
530,7,User,"Okay, that sounds like a good option. I'm willing to pay for the extra security.",The sentiment is positive
531,1,User,"I need insurance for my old car, a 2010 Honda Civic. What's the cheapest option?",The sentiment is negative
531,3,User,What does that cover?,The sentiment is neutral
531,5,User,How much will that cost me?,The sentiment is negative
531,7,User,"Okay, I'll take it.",The sentiment is positive
532,1,User,"Hi, I am looking for car insurance for my 2022 Tesla Model 3.",The sentiment is positive
532,3,User,"Yes, definitely. I'm also concerned about accident coverage, as I drive to work every day.",The sentiment is positive
532,5,User,"Okay, and what about the battery? Is that covered?",The sentiment is neutral
532,7,User,That's reassuring. What's the price for such coverage?,The sentiment is positive
532,9,User,Are there any discounts available for electric vehicles or safe drivers?,The sentiment is neutral
532,11,User,That sounds promising! Could you provide a detailed breakdown of the coverage and discounts?,The sentiment is positive
533,1,User,I'm looking for bike insurance. I have a 2018 Harley-Davidson Street 750.,The sentiment is positive
533,3,User,"Mostly for weekend rides and occasional trips. I value my bike, and I want good coverage.",The sentiment is positive
533,5,User,What does the comprehensive policy cover exactly?,The sentiment is neutral
533,7,User,"Okay, what about roadside assistance? Is that included, or is it extra?",The sentiment is neutral
533,9,User,How much extra would that cost?,The sentiment is negative
533,11,User,"Alright, please give me the total price for the comprehensive policy with roadside assistance.",The sentiment is positive
534,1,User,"Hi, I'm looking to insure my car. It's a 2020 Maruti Suzuki Swift.",The sentiment is positive
534,3,User,"Yes, exactly. I need something affordable but reliable. I am on a tight budget.",The sentiment is positive
534,5,User,What does third-party liability cover?,The sentiment is neutral
534,7,User,What would be the cost for that?,The sentiment is neutral
534,9,User,Are there any other discounts available?,The sentiment is neutral
535,1,User,"Hi, I'm looking to get insurance for my bike. It's a 2022 Yamaha MT-07.",The sentiment is positive
535,3,User,"I want good coverage, but I also need something affordable. I don't want to break the bank.",The sentiment is negative
535,5,User,What kind of coverage are we talking about?,The sentiment is neutral
535,7,User,What about roadside assistance? Is that included?,The sentiment is neutral
535,9,User,"Okay, good to know. What's the premium looking like for all of this?",The sentiment is positive
535,11,User,That sounds reasonable. Can you send me a quote?,The sentiment is positive
536,1,User,I need insurance for my 2024 Tesla Model 3. What are my options?,The sentiment is neutral
536,3,User,"I definitely want comprehensive. Safety is my top priority, especially with my family in the car.",The sentiment is positive
536,5,User,"What does the comprehensive coverage include, specifically for an electric vehicle?",The sentiment is neutral
536,7,User,That's reassuring. What about the Insured Declared Value (IDV)?,The sentiment is positive
536,9,User,What is the premium for such a comprehensive plan?,The sentiment is positive
536,11,User,"That is a bit higher than I expected, but I understand it's for a Tesla. Can you tell me more about HDFC ERGO's reputation?",The sentiment is neutral
536,13,User,"Okay, that's good to know. Send me the detailed brochure.",The sentiment is positive
537,1,User,"Hi, I'm looking for car insurance for my son. He just got a 2018 Honda Civic.",The sentiment is positive
537,3,User,"Yes, exactly. Something reliable and not too expensive. He's a student, so budget is a concern.",The sentiment is positive
537,5,User,What's the most basic coverage you offer?,The sentiment is negative
537,7,User,How much more are we talking for comprehensive?,The sentiment is positive
537,9,User,What if he gets into an accident? Is the claims process easy?,The sentiment is negative
537,11,User,Online Policy Management sounds convenient. How do I get started?,The sentiment is positive
538,1,User,"Hi, I'm looking for motor insurance for my 2022 Honda e.",The sentiment is positive
538,3,User,"What does comprehensive cover, exactly?",The sentiment is neutral
538,5,User,"Okay, and how much would that cost for my Honda e?",The sentiment is positive
538,7,User,Are there any discounts available?,The sentiment is neutral
538,9,User,"Okay, that sounds promising. I'll consider it.",The sentiment is positive
539,1,User,I need insurance for my 2010 Harley-Davidson. What are my options?,The sentiment is neutral
539,3,User,What's the difference between comprehensive and the basic plan?,The sentiment is neutral
539,5,User,And how much would comprehensive insurance be for my bike?,The sentiment is positive
539,7,User,That seems reasonable. Tell me more about the claim process.,The sentiment is positive
539,9,User,"Okay, I'm interested. Send me a quote.",The sentiment is positive
540,1,User,"Hi, I'm looking to get insurance for my son's car. It's a 2018 Maruti Suzuki Swift.",The sentiment is positive
540,3,User,What's the most affordable option that still provides adequate coverage?,The sentiment is neutral
540,5,User,How much more are we talking about for comprehensive?,The sentiment is positive
540,7,User,Is there a senior citizen discount?,The sentiment is positive
540,9,User,"Okay, send me more details on the comprehensive plan.",The sentiment is positive
541,1,User,I need motor insurance for my 2022 Tesla Model 3. What are my options?,The sentiment is neutral
541,3,User,That's true. I'm mainly concerned about being fully covered in case of an accident.,The sentiment is positive
541,5,User,What add-ons would you recommend?,The sentiment is neutral
541,7,User,That sounds useful. How much would the premium be with that add-on?,The sentiment is positive
541,9,User,"Okay, that sounds good. I will go ahead with it.",The sentiment is positive
542,1,User,"Hi, I'm looking to insure my 2018 Royal Enfield Classic 350. What do you offer?",The sentiment is neutral
542,3,User,Cashless repairs sound convenient. What else does it cover?,The sentiment is positive
542,5,User,What about roadside assistance? Is that included?,The sentiment is neutral
542,7,User,How much would the premium be with roadside assistance?,The sentiment is positive
542,9,User,"Okay, I'm interested. Send me the details.",The sentiment is positive
543,1,User,I want to get insurance for my 2024 Hyundai Ioniq 5.,The sentiment is positive
543,3,User,I do value my time. What specific coverages do you recommend?,The sentiment is positive
543,5,User,That makes sense. What is the premium cost?,The sentiment is positive
543,7,User,That's a bit higher than I expected. Are there any discounts available?,The sentiment is negative
543,9,User,"Okay, that's good to know. I'll proceed with the online purchase.",The sentiment is positive
544,1,User,"Hi, I'm interested in getting motor insurance for my bike. It's a 2022 Yamaha MT-07.",The sentiment is positive
544,3,User,What does a comprehensive plan cover?,The sentiment is neutral
544,5,User,What about roadside assistance? Is that included?,The sentiment is neutral
544,7,User,"Okay, that sounds good. What's the premium for the comprehensive plan with roadside assistance for my Yamaha MT-07?",The sentiment is positive
544,9,User,That seems reasonable. Can you send me a quote?,The sentiment is positive
545,1,User,I need insurance for my car. It's a 2018 Honda CR-V.,The sentiment is positive
545,3,User,What’s covered under the comprehensive plan?,The sentiment is neutral
545,5,User,Do you offer anything like zero depreciation?,The sentiment is negative
545,7,User,And what about your company's reputation? I haven't heard much about you.,The sentiment is negative
545,9,User,"Okay, that's reassuring. What would the premium be for the comprehensive plan with zero depreciation for my CR-V?",The sentiment is positive
545,11,User,That sounds good. Send me the details.,The sentiment is positive
546,1,User,"I want to insure my electric vehicle, a 2024 Tesla Model 3.",The sentiment is positive
546,3,User,What does the EV coverage entail?,The sentiment is neutral
546,5,User,What about online policy management? I prefer doing things digitally.,The sentiment is negative
546,7,User,And the cost?,The sentiment is negative
546,9,User,That sounds pretty good. Can I see a detailed breakdown of the coverage?,The sentiment is positive
547,1,User,I'm looking for motor insurance for my 2022 Maruti Suzuki Swift. What options do you have?,The sentiment is neutral
547,3,User,What does the comprehensive plan cover exactly?,The sentiment is neutral
547,5,User,"Okay, that sounds good. How about claim settlements? I've heard they can be a hassle.",The sentiment is negative
547,7,User,What's the premium for the comprehensive policy?,The sentiment is positive
547,9,User,Are there any add-ons available?,The sentiment is neutral
547,11,User,"Okay, the Roadside Assistance sounds helpful. What's the cost for that?",The sentiment is positive
547,13,User,That sounds reasonable. Can you send me a quote with the comprehensive policy and roadside assistance?,The sentiment is positive
548,1,User,"Hi, I want to insure my 2021 Royal Enfield Classic 350.",The sentiment is positive
548,3,User,What are the policy options available?,The sentiment is neutral
548,5,User,What does the comprehensive policy include for a bike?,The sentiment is neutral
548,7,User,And what about the claim process?,The sentiment is neutral
548,9,User,How much will the comprehensive policy cost me?,The sentiment is negative
548,11,User,Are there any discounts available?,The sentiment is neutral
548,13,User,"Okay, that's good to know. Can you send me a quote?",The sentiment is positive
549,1,User,I need insurance for my new 2024 Tata Nexon EV. What are my options?,The sentiment is positive
549,3,User,What kind of coverage do you recommend?,The sentiment is neutral
549,5,User,What about battery coverage? Is that included?,The sentiment is negative
549,7,User,What's the cost for this coverage?,The sentiment is positive
549,9,User,Are there any additional riders I should consider?,The sentiment is neutral
549,11,User,"Okay, that sounds like a good idea. What's the cost for that rider?",The sentiment is positive
549,13,User,"Okay, that's reasonable. Can you send me a detailed quote?",The sentiment is positive
550,1,User,"Hi, I'm looking to get insurance for my 2022 Tesla Model 3. What are my options?",The sentiment is neutral
550,3,User,What does 'comprehensive' actually cover?,The sentiment is neutral
550,5,User,"Okay, that sounds pretty good. What kind of price range am I looking at?",The sentiment is positive
550,7,User,Are there any discounts available?,The sentiment is neutral
550,9,User,"Okay, that's interesting. Tell me more about the telematics.",The sentiment is positive
551,1,User,I'm interested in insuring my 2018 Honda CBR250R bike. What can you offer me?,The sentiment is positive
551,3,User,What's the difference between comprehensive and third-party?,The sentiment is neutral
551,5,User,How much would comprehensive cost?,The sentiment is neutral
551,7,User,Like what kind of discounts?,The sentiment is positive
551,9,User,"Okay, I'll keep that in mind.",The sentiment is neutral
552,1,User,I need insurance for my 2024 BMW i4. What are my options?,The sentiment is positive
552,3,User,Tell me more about this 'most comprehensive' plan.,The sentiment is positive
552,5,User,What's the benefit of Zero Depreciation?,The sentiment is negative
552,7,User,And how much would this premium plan cost?,The sentiment is positive
553,1,User,"Hi, I'm looking for motor insurance for my bike, a 2022 Royal Enfield Classic 350.",The sentiment is positive
553,3,User,"Yes, mostly weekend rides. I don't commute daily on it.",The sentiment is positive
553,5,User,What's the difference between comprehensive and third-party only?,The sentiment is neutral
